id,order_date,order_time,price,num_pizza,size_1,pizza_1,size_2,pizza_2,size_3,pizza_3,size_4,pizza_4,size_5,pizza_5
2015-000224,4-Jan-15,16:39:58,66,4,large,thai_ckn,medium,napolitana,medium,ital_supr,small,ckn_alfredo,NA,NA
2015-000225,4-Jan-15,16:41:48,50.25,3,large,bbq_ckn,medium,bbq_ckn,small,southw_ckn,NA,NA,NA,NA
2015-000226,4-Jan-15,16:59:39,20.5,1,large,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000227,4-Jan-15,17:24:39,32.75,2,medium,the_greek,medium,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000228,4-Jan-15,17:31:24,12.75,1,small,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000229,4-Jan-15,17:37:57,54.25,3,large,ital_veggie,large,prsc_argla,small,spin_pesto,NA,NA,NA,NA
2015-000230,4-Jan-15,17:58:38,16.75,1,medium,thai_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000231,4-Jan-15,18:04:18,45.25,3,large,cali_ckn,small,prsc_argla,small,napolitana,NA,NA,NA,NA
2015-000232,4-Jan-15,18:21:59,37.5,2,medium,bbq_ckn,large,spinach_supr,NA,NA,NA,NA,NA,NA
2015-000233,4-Jan-15,18:26:51,12,1,small,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000234,4-Jan-15,18:36:09,45.25,3,medium,napolitana,small,ital_supr,medium,ckn_alfredo,NA,NA,NA,NA
2015-000235,4-Jan-15,18:51:30,16.75,1,medium,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000236,4-Jan-15,19:21:04,36.5,2,medium,green_garden,large,classic_dlx,NA,NA,NA,NA,NA,NA
2015-000237,4-Jan-15,19:27:48,12,1,small,green_garden,NA,NA,NA,NA,NA,NA,NA,NA
2015-000238,4-Jan-15,19:45:15,20.75,1,large,spin_pesto,NA,NA,NA,NA,NA,NA,NA,NA
2015-000239,4-Jan-15,19:57:52,37.5,2,medium,thai_ckn,large,ital_supr,NA,NA,NA,NA,NA,NA
2015-000240,4-Jan-15,20:10:24,14.75,1,medium,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000241,4-Jan-15,20:11:25,37,2,large,spinach_supr,medium,sicilian,NA,NA,NA,NA,NA,NA
2015-000242,4-Jan-15,20:15:29,53,3,medium,veggie_veg,large,thai_ckn,medium,calabrese,NA,NA,NA,NA
2015-000243,4-Jan-15,20:26:17,33,2,large,classic_dlx,small,spinach_supr,NA,NA,NA,NA,NA,NA
2015-000244,4-Jan-15,20:26:22,33.25,2,large,spicy_ital,small,ital_supr,NA,NA,NA,NA,NA,NA
2015-000245,4-Jan-15,20:28:41,41.5,2,large,bbq_ckn,large,ckn_pesto,NA,NA,NA,NA,NA,NA
2015-000246,4-Jan-15,20:30:48,32,2,large,pepperoni,medium,ckn_alfredo,NA,NA,NA,NA,NA,NA
2015-000247,4-Jan-15,20:55:29,42,3,small,spinach_supr,medium,hawaiian,medium,sicilian,NA,NA,NA,NA
2015-000248,4-Jan-15,20:58:19,31.25,2,large,thai_ckn,small,hawaiian,NA,NA,NA,NA,NA,NA
2015-000249,4-Jan-15,21:06:16,33,2,small,calabrese,large,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000250,4-Jan-15,21:07:05,14.75,1,medium,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000251,4-Jan-15,21:10:05,16,1,medium,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000252,4-Jan-15,22:13:15,16.5,1,medium,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-000253,4-Jan-15,22:16:18,23.65,1,small,brie_carre,NA,NA,NA,NA,NA,NA,NA,NA
2015-000254,4-Jan-15,22:22:13,62.9,3,large,five_cheese,small,brie_carre,large,bbq_ckn,NA,NA,NA,NA
2015-000255,5-Jan-15,11:23:35,67,4,large,hawaiian,medium,green_garden,medium,spinach_fet,large,five_cheese,NA,NA
2015-000256,5-Jan-15,11:56:06,17.5,1,large,pep_msh_pep,NA,NA,NA,NA,NA,NA,NA,NA
2015-000257,5-Jan-15,11:59:04,41.5,2,large,cali_ckn,large,ckn_alfredo,NA,NA,NA,NA,NA,NA
2015-000258,5-Jan-15,11:59:23,16,1,medium,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000259,5-Jan-15,12:04:25,15.25,1,large,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000260,5-Jan-15,12:06:27,39,2,large,five_cheese,large,the_greek,NA,NA,NA,NA,NA,NA
2015-000261,5-Jan-15,12:38:29,23.65,1,small,brie_carre,NA,NA,NA,NA,NA,NA,NA,NA
2015-000262,5-Jan-15,12:42:01,16.75,1,medium,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000263,5-Jan-15,12:57:22,20.75,1,large,spin_pesto,NA,NA,NA,NA,NA,NA,NA,NA
2015-000264,5-Jan-15,13:03:59,16,1,medium,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000265,5-Jan-15,13:04:42,74,4,large,mexicana,medium,ckn_alfredo,large,spicy_ital,medium,sicilian,NA,NA
2015-000266,5-Jan-15,13:09:29,16.5,1,medium,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000267,5-Jan-15,13:37:50,50.2,3,large,mediterraneo,large,four_cheese,small,napolitana,NA,NA,NA,NA
2015-000268,5-Jan-15,13:40:46,30.5,2,small,pepperoni,large,ital_supr,NA,NA,NA,NA,NA,NA
2015-000269,5-Jan-15,13:49:34,16.75,1,medium,ckn_alfredo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000270,5-Jan-15,14:09:02,62.25,3,large,spin_pesto,large,southw_ckn,large,thai_ckn,NA,NA,NA,NA
2015-000271,5-Jan-15,14:22:19,210.5,13,medium,cali_ckn,medium,ckn_alfredo,medium,ckn_alfredo,large,ckn_pesto,medium,cali_ckn
2015-000272,5-Jan-15,14:24:05,16.5,1,medium,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000273,5-Jan-15,14:28:00,12.5,1,small,soppressata,NA,NA,NA,NA,NA,NA,NA,NA
2015-000274,5-Jan-15,14:36:33,38.7,2,large,four_cheese,large,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000275,5-Jan-15,14:38:14,65,4,medium,sicilian,large,five_cheese,small,pepperoni,large,classic_dlx,NA,NA
2015-000276,5-Jan-15,15:18:18,39.25,2,large,spicy_ital,large,five_cheese,NA,NA,NA,NA,NA,NA
2015-000277,5-Jan-15,15:41:50,14.75,1,medium,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000278,5-Jan-15,15:49:21,37.5,2,large,southw_ckn,medium,ital_veggie,NA,NA,NA,NA,NA,NA
2015-000279,5-Jan-15,16:07:03,33.5,2,medium,ckn_alfredo,medium,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000280,5-Jan-15,16:20:23,32.5,2,medium,prsc_argla,medium,veggie_veg,NA,NA,NA,NA,NA,NA
2015-000281,5-Jan-15,16:33:48,12.25,1,small,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000282,5-Jan-15,16:49:38,72,4,small,classic_dlx,large,peppr_salami,large,five_cheese,large,spin_pesto,NA,NA
2015-000283,5-Jan-15,16:51:43,16,1,medium,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000284,5-Jan-15,16:58:16,41.25,3,medium,four_cheese,medium,napolitana,small,hawaiian,NA,NA,NA,NA
2015-000285,5-Jan-15,16:58:38,20.75,1,large,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-000286,5-Jan-15,17:01:23,37.25,2,medium,ital_supr,large,peppr_salami,NA,NA,NA,NA,NA,NA
2015-000287,5-Jan-15,17:30:09,55.75,4,small,sicilian,medium,ital_supr,medium,pep_msh_pep,medium,pepperoni,NA,NA
2015-000288,5-Jan-15,17:32:44,65.15,3,large,prsc_argla,large,spinach_supr,small,brie_carre,NA,NA,NA,NA
2015-000289,5-Jan-15,17:36:23,18.5,1,large,five_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000290,5-Jan-15,17:41:16,28,2,medium,veggie_veg,small,classic_dlx,NA,NA,NA,NA,NA,NA
2015-000291,5-Jan-15,17:44:39,69,4,medium,ckn_alfredo,medium,four_cheese,medium,ckn_alfredo,large,bbq_ckn,NA,NA
2015-000292,5-Jan-15,17:48:59,36.75,2,medium,spin_pesto,large,spinach_fet,NA,NA,NA,NA,NA,NA
2015-000293,5-Jan-15,17:58:38,24.75,2,small,ital_veggie,small,classic_dlx,NA,NA,NA,NA,NA,NA
2015-000294,5-Jan-15,18:16:35,58.25,3,large,thai_ckn,large,ital_supr,medium,bbq_ckn,NA,NA,NA,NA
2015-000295,5-Jan-15,18:20:12,16.75,1,medium,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000296,5-Jan-15,18:46:54,40.75,3,medium,thai_ckn,small,ital_cpcllo,small,green_garden,NA,NA,NA,NA
2015-000297,5-Jan-15,19:02:18,16.75,1,medium,southw_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000298,5-Jan-15,19:10:36,58.25,4,small,cali_ckn,medium,cali_ckn,medium,ckn_alfredo,small,classic_dlx,NA,NA
2015-000299,5-Jan-15,19:34:31,28,2,medium,spinach_fet,small,classic_dlx,NA,NA,NA,NA,NA,NA
2015-000300,5-Jan-15,19:42:54,49.25,4,small,ital_cpcllo,small,spinach_supr,small,big_meat,small,ital_veggie,NA,NA
2015-000301,5-Jan-15,19:45:58,20.5,1,large,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000302,5-Jan-15,19:57:37,20.75,1,large,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000303,5-Jan-15,20:02:51,37.75,3,medium,ital_cpcllo,small,big_meat,small,pepperoni,NA,NA,NA,NA
2015-000304,5-Jan-15,20:07:58,30.75,2,large,mexicana,small,hawaiian,NA,NA,NA,NA,NA,NA
2015-000305,5-Jan-15,20:35:40,44,3,small,sicilian,large,pepperoni,medium,spicy_ital,NA,NA,NA,NA
2015-000306,5-Jan-15,20:37:40,38.5,3,small,big_meat,small,hawaiian,medium,napolitana,NA,NA,NA,NA
2015-000307,5-Jan-15,21:45:38,37.25,2,large,classic_dlx,medium,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000308,5-Jan-15,21:59:46,46.75,3,large,pep_msh_pep,small,thai_ckn,large,hawaiian,NA,NA,NA,NA
2015-000309,6-Jan-15,11:39:06,35,2,large,five_cheese,medium,peppr_salami,NA,NA,NA,NA,NA,NA
2015-000310,6-Jan-15,11:40:48,23.25,2,small,thai_ckn,small,hawaiian,NA,NA,NA,NA,NA,NA
2015-000311,6-Jan-15,11:57:27,20.25,1,large,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000312,6-Jan-15,12:05:21,68.65,4,small,big_meat,medium,sicilian,small,brie_carre,medium,ckn_alfredo,NA,NA
2015-000313,6-Jan-15,12:09:09,16,1,medium,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000314,6-Jan-15,12:11:58,80,5,large,five_cheese,medium,veggie_veg,medium,calabrese,medium,green_garden,medium,hawaiian
2015-000315,6-Jan-15,12:17:40,16,1,medium,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000316,6-Jan-15,12:29:34,27,2,small,hawaiian,medium,ital_supr,NA,NA,NA,NA,NA,NA
2015-000317,6-Jan-15,12:31:00,99.2,7,small,prsc_argla,large,pep_msh_pep,small,spinach_fet,medium,classic_dlx,small,hawaiian
2015-000318,6-Jan-15,12:45:14,74,4,small,soppressata,large,spicy_ital,large,ital_cpcllo,large,mexicana,NA,NA
2015-000319,6-Jan-15,12:46:22,16.5,1,medium,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000320,6-Jan-15,12:46:40,37.5,2,large,ckn_pesto,medium,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000321,6-Jan-15,12:56:21,20.75,1,large,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000322,6-Jan-15,13:02:13,74.25,4,large,ckn_pesto,large,thai_ckn,small,classic_dlx,large,cali_ckn,NA,NA
2015-000323,6-Jan-15,13:05:33,16,1,medium,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000324,6-Jan-15,13:06:44,18.5,1,large,five_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000325,6-Jan-15,13:07:32,24,2,small,veggie_veg,small,classic_dlx,NA,NA,NA,NA,NA,NA
2015-000326,6-Jan-15,13:10:13,37.5,2,large,spinach_supr,medium,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000327,6-Jan-15,13:10:54,16,1,medium,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000328,6-Jan-15,13:16:35,20.25,1,large,mediterraneo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000329,6-Jan-15,13:22:44,37.25,2,large,spicy_ital,medium,spinach_supr,NA,NA,NA,NA,NA,NA
2015-000330,6-Jan-15,13:27:11,251.4,15,large,four_cheese,large,five_cheese,large,hawaiian,large,four_cheese,medium,spicy_ital
2015-000331,6-Jan-15,13:43:30,16.5,1,medium,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-000332,6-Jan-15,14:12:01,53.75,3,medium,sicilian,large,southw_ckn,medium,thai_ckn,NA,NA,NA,NA
2015-000333,6-Jan-15,14:16:36,16.75,1,medium,ckn_alfredo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000334,6-Jan-15,14:24:18,70.25,4,medium,southw_ckn,large,calabrese,medium,pepperoni,large,thai_ckn,NA,NA
2015-000335,6-Jan-15,14:24:47,20.25,1,large,mediterraneo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000336,6-Jan-15,14:51:41,20.75,1,large,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-000337,6-Jan-15,15:03:12,31.75,2,large,hawaiian,large,pepperoni,NA,NA,NA,NA,NA,NA
2015-000338,6-Jan-15,15:18:26,66.5,3,x-large,the_greek,large,thai_ckn,large,mexicana,NA,NA,NA,NA
2015-000339,6-Jan-15,15:25:13,16.5,1,medium,spicy_ital,NA,NA,NA,NA,NA,NA,NA,NA
2015-000340,6-Jan-15,15:35:32,12.5,1,small,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000341,6-Jan-15,15:35:47,26.5,2,small,pepperoni,medium,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000342,6-Jan-15,15:44:12,41,2,large,southw_ckn,large,sicilian,NA,NA,NA,NA,NA,NA
2015-000343,6-Jan-15,15:45:37,33.25,2,large,five_cheese,medium,four_cheese,NA,NA,NA,NA,NA,NA
2015-000344,6-Jan-15,16:01:11,16,1,medium,ital_cpcllo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000345,6-Jan-15,16:01:47,24.5,2,small,peppr_salami,small,spinach_fet,NA,NA,NA,NA,NA,NA
2015-000346,6-Jan-15,16:30:00,55,4,small,hawaiian,small,napolitana,large,ital_cpcllo,small,green_garden,NA,NA
2015-000347,6-Jan-15,16:37:17,57,3,large,thai_ckn,large,spinach_fet,medium,veggie_veg,NA,NA,NA,NA
2015-000348,6-Jan-15,16:49:12,49.5,3,small,thai_ckn,large,thai_ckn,medium,classic_dlx,NA,NA,NA,NA
2015-000349,6-Jan-15,17:25:58,15.25,1,large,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000350,6-Jan-15,17:37:05,58,4,small,spicy_ital,large,classic_dlx,medium,pepperoni,medium,pepperoni,NA,NA
2015-000351,6-Jan-15,17:37:29,25.25,2,medium,hawaiian,small,big_meat,NA,NA,NA,NA,NA,NA
2015-000352,6-Jan-15,17:45:48,32.5,2,large,ital_cpcllo,small,big_meat,NA,NA,NA,NA,NA,NA
2015-000353,6-Jan-15,17:59:48,54,3,small,prsc_argla,large,bbq_ckn,large,cali_ckn,NA,NA,NA,NA
2015-000354,6-Jan-15,18:01:44,32.25,2,large,veggie_veg,small,green_garden,NA,NA,NA,NA,NA,NA
2015-000355,6-Jan-15,18:14:45,33.25,2,medium,ital_supr,medium,ckn_alfredo,NA,NA,NA,NA,NA,NA
2015-000356,6-Jan-15,18:16:05,16.75,1,medium,ckn_alfredo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000357,6-Jan-15,18:27:58,45.5,3,small,spinach_fet,large,cali_ckn,small,southw_ckn,NA,NA,NA,NA
2015-000358,6-Jan-15,18:30:12,16.5,1,medium,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000359,6-Jan-15,18:33:08,36.75,2,large,thai_ckn,medium,green_garden,NA,NA,NA,NA,NA,NA
2015-000360,6-Jan-15,18:50:38,43.25,3,small,green_garden,small,hawaiian,large,bbq_ckn,NA,NA,NA,NA
2015-000361,6-Jan-15,19:12:38,36,3,small,big_meat,small,ital_cpcllo,small,big_meat,NA,NA,NA,NA
2015-000362,6-Jan-15,19:13:36,37,2,large,mexicana,medium,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000363,6-Jan-15,19:20:31,40.5,2,large,mexicana,large,mediterraneo,NA,NA,NA,NA,NA,NA
2015-000364,6-Jan-15,19:27:24,42,2,x-large,the_greek,medium,ital_supr,NA,NA,NA,NA,NA,NA
2015-000365,6-Jan-15,19:37:26,47.5,3,medium,four_cheese,large,mediterraneo,medium,pepperoni,NA,NA,NA,NA
2015-000366,6-Jan-15,20:04:20,20.5,1,large,ital_cpcllo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000367,6-Jan-15,20:05:12,32.5,2,large,hawaiian,medium,spinach_fet,NA,NA,NA,NA,NA,NA
2015-000368,6-Jan-15,20:28:16,37.25,2,medium,spin_pesto,large,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000369,6-Jan-15,20:30:06,16,1,medium,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000370,6-Jan-15,21:02:30,28.45,2,small,hawaiian,large,four_cheese,NA,NA,NA,NA,NA,NA
2015-000371,6-Jan-15,21:15:20,12.5,1,medium,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000372,6-Jan-15,22:26:59,12,1,small,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000373,7-Jan-15,11:45:18,49,3,small,ckn_pesto,large,sicilian,medium,classic_dlx,NA,NA,NA,NA
2015-000374,7-Jan-15,11:55:59,41.25,3,small,peppr_salami,medium,ckn_alfredo,small,big_meat,NA,NA,NA,NA
2015-000375,7-Jan-15,11:58:36,16,1,medium,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000376,7-Jan-15,12:01:17,45.75,2,large,veggie_veg,x-large,the_greek,NA,NA,NA,NA,NA,NA
2015-000377,7-Jan-15,12:03:18,34,2,large,thai_ckn,medium,hawaiian,NA,NA,NA,NA,NA,NA
2015-000378,7-Jan-15,12:19:37,12.75,1,small,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000379,7-Jan-15,12:25:37,20.75,1,large,thai_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000380,7-Jan-15,12:32:10,33,2,medium,cali_ckn,medium,calabrese,NA,NA,NA,NA,NA,NA
2015-000381,7-Jan-15,12:33:06,16.75,1,medium,southw_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000382,7-Jan-15,12:33:07,28.75,2,small,thai_ckn,medium,veggie_veg,NA,NA,NA,NA,NA,NA
2015-000383,7-Jan-15,12:43:59,16.5,1,medium,spicy_ital,NA,NA,NA,NA,NA,NA,NA,NA
2015-000384,7-Jan-15,12:51:46,54.5,4,small,hawaiian,small,the_greek,medium,ital_cpcllo,medium,mediterraneo,NA,NA
2015-000385,7-Jan-15,12:54:19,20.25,1,large,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-000386,7-Jan-15,12:58:16,46,3,small,ital_veggie,medium,soppressata,medium,thai_ckn,NA,NA,NA,NA
2015-000387,7-Jan-15,13:03:14,102.5,7,small,pepperoni,medium,ckn_pesto,large,five_cheese,large,spicy_ital,small,spinach_fet
2015-000388,7-Jan-15,13:04:56,57.5,4,medium,ckn_alfredo,small,veggie_veg,medium,mediterraneo,small,bbq_ckn,NA,NA
2015-000389,7-Jan-15,13:10:17,20.75,1,large,spin_pesto,NA,NA,NA,NA,NA,NA,NA,NA
2015-000390,7-Jan-15,13:15:32,17.5,1,large,pep_msh_pep,NA,NA,NA,NA,NA,NA,NA,NA
2015-000391,7-Jan-15,13:25:31,16,1,medium,the_greek,NA,NA,NA,NA,NA,NA,NA,NA
2015-000392,7-Jan-15,13:36:47,147,9,small,pepperoni,large,prsc_argla,large,cali_ckn,large,sicilian,large,soppressata
2015-000393,7-Jan-15,13:48:31,28.5,2,large,hawaiian,small,green_garden,NA,NA,NA,NA,NA,NA
2015-000394,7-Jan-15,14:02:18,202.75,14,small,veggie_veg,small,hawaiian,large,thai_ckn,small,ckn_pesto,large,spicy_ital
2015-000395,7-Jan-15,14:11:08,16,1,medium,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000396,7-Jan-15,14:12:21,12,1,small,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000397,7-Jan-15,14:31:10,66,4,medium,pepperoni,large,five_cheese,large,hawaiian,large,five_cheese,NA,NA
2015-000398,7-Jan-15,14:56:26,9.75,1,small,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000399,7-Jan-15,15:47:49,68.25,4,medium,the_greek,medium,bbq_ckn,medium,four_cheese,large,cali_ckn,NA,NA
2015-000400,7-Jan-15,16:03:07,33.25,2,large,thai_ckn,medium,pepperoni,NA,NA,NA,NA,NA,NA
2015-000401,7-Jan-15,16:08:35,16,1,medium,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-000402,7-Jan-15,16:24:46,34.45,2,large,four_cheese,medium,ital_supr,NA,NA,NA,NA,NA,NA
2015-000403,7-Jan-15,16:26:10,45.75,3,small,prsc_argla,large,classic_dlx,small,bbq_ckn,NA,NA,NA,NA
2015-000404,7-Jan-15,16:39:27,20.75,1,large,ckn_pesto,NA,NA,NA,NA,NA,NA,NA,NA
2015-000405,7-Jan-15,16:44:16,20.25,1,large,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000406,7-Jan-15,16:50:49,45.5,3,medium,classic_dlx,small,ital_veggie,medium,ckn_alfredo,NA,NA,NA,NA
2015-000407,7-Jan-15,16:56:42,49.75,3,medium,cali_ckn,medium,pepperoni,large,classic_dlx,NA,NA,NA,NA
2015-000408,7-Jan-15,17:09:09,40.15,2,small,brie_carre,medium,peppr_salami,NA,NA,NA,NA,NA,NA
2015-000409,7-Jan-15,17:15:04,15.25,1,large,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000410,7-Jan-15,17:33:49,65.5,4,medium,mediterraneo,small,big_meat,small,big_meat,x-large,the_greek,NA,NA
2015-000411,7-Jan-15,17:58:09,37.25,2,medium,ital_supr,large,southw_ckn,NA,NA,NA,NA,NA,NA
2015-000412,7-Jan-15,18:07:46,40.15,2,medium,spinach_supr,small,brie_carre,NA,NA,NA,NA,NA,NA
2015-000413,7-Jan-15,18:11:32,12,1,small,the_greek,NA,NA,NA,NA,NA,NA,NA,NA
2015-000414,7-Jan-15,18:13:22,47,3,medium,ital_supr,large,five_cheese,small,classic_dlx,NA,NA,NA,NA
2015-000415,7-Jan-15,18:16:23,12.75,1,small,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000416,7-Jan-15,18:17:42,20.25,1,large,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000417,7-Jan-15,18:24:40,9.75,1,small,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000418,7-Jan-15,18:40:11,33,2,medium,sicilian,medium,ckn_pesto,NA,NA,NA,NA,NA,NA
2015-000419,7-Jan-15,19:02:31,66,4,large,bbq_ckn,small,veggie_veg,medium,ital_veggie,large,hawaiian,NA,NA
2015-000420,7-Jan-15,19:04:40,29.5,2,small,pep_msh_pep,large,five_cheese,NA,NA,NA,NA,NA,NA
2015-000421,7-Jan-15,19:21:58,53.75,3,small,ckn_pesto,large,bbq_ckn,large,calabrese,NA,NA,NA,NA
2015-000422,7-Jan-15,19:30:25,50.45,3,medium,spinach_fet,large,four_cheese,medium,ital_supr,NA,NA,NA,NA
2015-000423,7-Jan-15,19:45:07,33,2,large,ital_supr,small,sicilian,NA,NA,NA,NA,NA,NA
2015-000424,7-Jan-15,20:01:28,12.5,1,medium,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000425,7-Jan-15,20:21:19,16.5,1,medium,soppressata,NA,NA,NA,NA,NA,NA,NA,NA
2015-000426,7-Jan-15,20:25:45,44.75,3,medium,classic_dlx,medium,soppressata,small,sicilian,NA,NA,NA,NA
2015-000427,7-Jan-15,21:49:00,20.25,1,large,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000428,7-Jan-15,22:05:00,32.25,2,large,calabrese,small,ital_cpcllo,NA,NA,NA,NA,NA,NA
2015-000429,7-Jan-15,22:16:53,16.5,1,medium,spicy_ital,NA,NA,NA,NA,NA,NA,NA,NA
2015-000430,7-Jan-15,22:46:13,28.25,2,medium,green_garden,small,sicilian,NA,NA,NA,NA,NA,NA
2015-000431,8-Jan-15,11:17:13,59.2,4,small,ckn_alfredo,large,four_cheese,large,hawaiian,small,big_meat,NA,NA
2015-000432,8-Jan-15,11:39:07,44.75,3,large,thai_ckn,small,ital_cpcllo,small,veggie_veg,NA,NA,NA,NA
2015-000433,8-Jan-15,11:49:50,20.75,1,large,spicy_ital,NA,NA,NA,NA,NA,NA,NA,NA
2015-000434,8-Jan-15,11:54:14,57,3,large,spicy_ital,large,veggie_veg,medium,napolitana,NA,NA,NA,NA
2015-000435,8-Jan-15,12:06:09,43,3,medium,pep_msh_pep,small,spinach_supr,medium,classic_dlx,NA,NA,NA,NA
2015-000436,8-Jan-15,12:07:21,60.5,4,large,classic_dlx,medium,ital_supr,small,peppr_salami,small,pep_msh_pep,NA,NA
2015-000437,8-Jan-15,12:07:54,16.75,1,medium,bbq_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000438,8-Jan-15,12:08:38,16,1,medium,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-000439,8-Jan-15,12:13:08,41.25,3,medium,ckn_alfredo,small,the_greek,medium,pepperoni,NA,NA,NA,NA
2015-000440,8-Jan-15,12:16:34,242.7,14,large,hawaiian,large,four_cheese,medium,veggie_veg,medium,green_garden,medium,calabrese
2015-000441,8-Jan-15,12:16:58,41.5,2,large,spicy_ital,large,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000442,8-Jan-15,12:28:49,20.75,1,large,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000443,8-Jan-15,12:34:20,251.45,15,small,spicy_ital,medium,ital_veggie,medium,spinach_supr,medium,thai_ckn,medium,sicilian
2015-000444,8-Jan-15,12:40:05,14.75,1,medium,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000445,8-Jan-15,12:57:39,16.5,1,large,hawaiian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000446,8-Jan-15,12:58:01,49,3,medium,ital_veggie,large,sicilian,small,big_meat,NA,NA,NA,NA
2015-000447,8-Jan-15,13:02:00,18.5,1,large,five_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000448,8-Jan-15,13:03:34,41.25,3,medium,sicilian,small,hawaiian,medium,pep_msh_pep,NA,NA,NA,NA
